tt9914286;Sokagin Çocuklari;;5880.0;;50.0;Drama,Family;PourcentageTuple.compareTo(50) < 0 failed
tt7643622;;2019;;;50.0;Drama;PourcentageTuple.compareTo(50) < 0 failed
;60 Vayadu Maaniram;;;;87.5;Drama;PourcentageTuple.compareTo(50) < 0 failed
